#,รหัสโรค,รายละเอียด,เหตุผล,ICD-10-WHO,ICD-10-TM,ICD-10-TMD
31909,X1764,"Contact with hot engines, machinery and tools: at industr & const area: while resting...",T,Y,Y,N
31910,X1768,"Contact with hot engines, machinery and tools: at industr & const area: in oth spec activity",T,Y,Y,N
31911,X1769,"Contact with hot engines, machinery and tools: at industr & const area: during unspec activity",T,Y,Y,N
31912,X177,"Contact with hot engines, machinery and tools: at farm",T,Y,Y,N
31913,X1770,"Contact with hot engines, machinery and tools: at farm: in sport activity",T,Y,Y,N
31914,X1771,"Contact with hot engines, machinery and tools: at farm: in leisure activity",T,Y,Y,N
31915,X1772,"Contact with hot engines, machinery and tools: at farm: while work for income",T,Y,Y,N
31916,X1773,"Contact with hot engines, machinery and tools: at farm: in oth type work",T,Y,Y,N
31917,X1774,"Contact with hot engines, machinery and tools: at farm: while resting...",T,Y,Y,N
31918,X1778,"Contact with hot engines, machinery and tools: at farm: in oth spec activity",T,Y,Y,N
31919,X1779,"Contact with hot engines, machinery and tools: at farm: during unspec activity",T,Y,Y,N
31920,X178,"Contact with hot engines, machinery and tools: at other spec places",T,Y,Y,N
31921,X1780,"Contact with hot engines, machinery and tools: at other spec places: in sport activity",T,Y,Y,N
31922,X1781,"Contact with hot engines, machinery and tools: at other spec places: in leisure activity",T,Y,Y,N
31923,X1782,"Contact with hot engines, machinery and tools: at other spec places: while work for income",T,Y,Y,N
31924,X1783,"Contact with hot engines, machinery and tools: at other spec places: in oth type work",T,Y,Y,N
31925,X1784,"Contact with hot engines, machinery and tools: at other spec places: while resting...",T,Y,Y,N
31926,X1788,"Contact with hot engines, machinery and tools: at other spec places: in oth spec activity",T,Y,Y,N
31927,X1789,"Contact with hot engines, machinery and tools: at other spec places: during unspec activity",T,Y,Y,N
31928,X179,"Contact with hot engines, machinery and tools: at unspec place",T,Y,Y,N
31929,X3113,Exposure to excessive natural cold: at residentl institutn: in oth type work,T,Y,Y,N
31930,X3114,Exposure to excessive natural cold: at residentl institutn: while resting...,T,Y,Y,N
31931,X3118,Exposure to excessive natural cold: at residentl institutn: in oth spec activity,T,Y,Y,N
31932,X3119,Exposure to excessive natural cold: at residentl institutn: during unspec activity,T,Y,Y,N
31933,X312,"Exposure to excessive natural cold: at school, other..area",T,Y,Y,N
31934,X3120,"Exposure to excessive natural cold: at school, other..area: in sport activity",T,Y,Y,N
31935,X3121,"Exposure to excessive natural cold: at school, other..area: in leisure activity",T,Y,Y,N
31936,X3122,"Exposure to excessive natural cold: at school, other..area: while work for income",T,Y,Y,N
31937,X3123,"Exposure to excessive natural cold: at school, other..area: in oth type work",T,Y,Y,N
31938,X3124,"Exposure to excessive natural cold: at school, other..area: while resting...",T,Y,Y,N
31939,X3128,"Exposure to excessive natural cold: at school, other..area: in oth spec activity",T,Y,Y,N
31940,X3129,"Exposure to excessive natural cold: at school, other..area: during unspec activity",T,Y,Y,N
31941,X313,Exposure to excessive natural cold: at sport & athlet area,T,Y,Y,N
31942,X3130,Exposure to excessive natural cold: at sport & athlet area: in sport activity,T,Y,Y,N
31943,X3131,Exposure to excessive natural cold: at sport & athlet area: in leisure activity,T,Y,Y,N
31944,X3132,Exposure to excessive natural cold: at sport & athlet area: while work for income,T,Y,Y,N
31945,X3133,Exposure to excessive natural cold: at sport & athlet area: in oth type work,T,Y,Y,N
31946,X3134,Exposure to excessive natural cold: at sport & athlet area: while resting...,T,Y,Y,N
31947,X3138,Exposure to excessive natural cold: at sport & athlet area: in oth spec activity,T,Y,Y,N
31948,X3139,Exposure to excessive natural cold: at sport & athlet area: during unspec activity,T,Y,Y,N
31949,X314,Exposure to excessive natural cold: at street & highway,T,Y,Y,N
31950,X3140,Exposure to excessive natural cold: at street & highway: in sport activity,T,Y,Y,N
31951,X3141,Exposure to excessive natural cold: at street & highway: in leisure activity,T,Y,Y,N
31952,X3142,Exposure to excessive natural cold: at street & highway: while work for income,T,Y,Y,N
31953,X3143,Exposure to excessive natural cold: at street & highway: in oth type work,T,Y,Y,N
31954,X3144,Exposure to excessive natural cold: at street & highway: while resting...,T,Y,Y,N
31955,X3148,Exposure to excessive natural cold: at street & highway: in oth spec activity,T,Y,Y,N
31956,X3149,Exposure to excessive natural cold: at street & highway: during unspec activity,T,Y,Y,N
31957,X315,Exposure to excessive natural cold: at trade & service area,T,Y,Y,N
31958,X3150,Exposure to excessive natural cold: at trade & service area: in sport activity,T,Y,Y,N
31959,X3151,Exposure to excessive natural cold: at trade & service area: in leisure activity,T,Y,Y,N
31960,X3152,Exposure to excessive natural cold: at trade & service area: while work for income,T,Y,Y,N
31961,X3153,Exposure to excessive natural cold: at trade & service area: in oth type work,T,Y,Y,N
31962,X3154,Exposure to excessive natural cold: at trade & service area: while resting...,T,Y,Y,N
31963,X3158,Exposure to excessive natural cold: at trade & service area: in oth spec activity,T,Y,Y,N
31964,X3159,Exposure to excessive natural cold: at trade & service area: during unspec activity,T,Y,Y,N
31965,X316,Exposure to excessive natural cold: at industr & const area,T,Y,Y,N
31966,X3160,Exposure to excessive natural cold: at industr & const area: in sport activity,T,Y,Y,N
31967,X3161,Exposure to excessive natural cold: at industr & const area: in leisure activity,T,Y,Y,N
31968,X3162,Exposure to excessive natural cold: at industr & const area: while work for income,T,Y,Y,N
31969,X3163,Exposure to excessive natural cold: at industr & const area: in oth type work,T,Y,Y,N
31970,X3164,Exposure to excessive natural cold: at industr & const area: while resting...,T,Y,Y,N
31971,X3168,Exposure to excessive natural cold: at industr & const area: in oth spec activity,T,Y,Y,N
31972,X3169,Exposure to excessive natural cold: at industr & const area: during unspec activity,T,Y,Y,N
31973,X317,Exposure to excessive natural cold: at farm,T,Y,Y,N
31974,X3170,Exposure to excessive natural cold: at farm: in sport activity,T,Y,Y,N
31975,X3171,Exposure to excessive natural cold: at farm: in leisure activity,T,Y,Y,N
31976,X3172,Exposure to excessive natural cold: at farm: while work for income,T,Y,Y,N
31977,X3173,Exposure to excessive natural cold: at farm: in oth type work,T,Y,Y,N
31978,X3174,Exposure to excessive natural cold: at farm: while resting...,T,Y,Y,N
31979,X3178,Exposure to excessive natural cold: at farm: in oth spec activity,T,Y,Y,N
31980,X3179,Exposure to excessive natural cold: at farm: during unspec activity,T,Y,Y,N
31981,X318,Exposure to excessive natural cold: at other spec places,T,Y,Y,N
31982,X3180,Exposure to excessive natural cold: at other spec places: in sport activity,T,Y,Y,N
31983,X3181,Exposure to excessive natural cold: at other spec places: in leisure activity,T,Y,Y,N
31984,X3182,Exposure to excessive natural cold: at other spec places: while work for income,T,Y,Y,N
31985,X3183,Exposure to excessive natural cold: at other spec places: in oth type work,T,Y,Y,N
31986,X3184,Exposure to excessive natural cold: at other spec places: while resting...,T,Y,Y,N
31987,X3188,Exposure to excessive natural cold: at other spec places: in oth spec activity,T,Y,Y,N
31988,X3189,Exposure to excessive natural cold: at other spec places: during unspec activity,T,Y,Y,N
31989,X319,Exposure to excessive natural cold: at unspec place,T,Y,Y,N
31990,X3190,Exposure to excessive natural cold: at unspec place: in sport activity,T,Y,Y,N
31991,X3191,Exposure to excessive natural cold: at unspec place: in leisure activity,T,Y,Y,N
31992,X3192,Exposure to excessive natural cold: at unspec place: while work for income,T,Y,Y,N
31993,X3193,Exposure to excessive natural cold: at unspec place: in oth type work,T,Y,Y,N
31994,X3194,Exposure to excessive natural cold: at unspec place: while resting...,T,Y,Y,N
31995,X3198,Exposure to excessive natural cold: at unspec place: in oth spec activity,T,Y,Y,N
31996,X3199,Exposure to excessive natural cold: at unspec place: during unspec activity,T,Y,Y,N
31997,X32,Exposure to sunlight,F,Y,N,N
31998,X320,Exposure to sunlight: at home,T,Y,Y,N
31999,X3200,Exposure to sunlight: at home: in sport activity,T,Y,Y,N
32000,X3201,Exposure to sunlight: at home: in leisure activity,T,Y,Y,N
32001,X3202,Exposure to sunlight: at home: while work for income,T,Y,Y,N
32002,X3203,Exposure to sunlight: at home: in oth type work,T,Y,Y,N
32003,X3204,Exposure to sunlight: at home: while resting...,T,Y,Y,N
32004,X3208,Exposure to sunlight: at home: in oth spec activity,T,Y,Y,N
32005,X3209,Exposure to sunlight: at home: during unspec activity,T,Y,Y,N
32006,X321,Exposure to sunlight: at residentl institutn,T,Y,Y,N
32007,X3210,Exposure to sunlight: at residentl institutn: in sport activity,T,Y,Y,N
32008,W8500,Exposure to electric transmission lines: at home: in sport activity,T,Y,Y,N
32009,W8501,Exposure to electric transmission lines: at home: in leisure activity,T,Y,Y,N
32010,W8502,Exposure to electric transmission lines: at home: while work for income,T,Y,Y,N
32011,W8503,Exposure to electric transmission lines: at home: in oth type work,T,Y,Y,N
32012,W8504,Exposure to electric transmission lines: at home: while resting...,T,Y,Y,N
32013,W8508,Exposure to electric transmission lines: at home: in oth spec activity,T,Y,Y,N
32014,W8509,Exposure to electric transmission lines: at home: during unspec activity,T,Y,Y,N
32015,W851,Exposure to electric transmission lines: at residentl institutn,T,Y,Y,N
32016,W8510,Exposure to electric transmission lines: at residentl institutn: in sport activity,T,Y,Y,N
32017,W8511,Exposure to electric transmission lines: at residentl institutn: in leisure activity,T,Y,Y,N
32018,W8512,Exposure to electric transmission lines: at residentl institutn: while work for income,T,Y,Y,N
32019,W8513,Exposure to electric transmission lines: at residentl institutn: in oth type work,T,Y,Y,N
32020,W8514,Exposure to electric transmission lines: at residentl institutn: while resting...,T,Y,Y,N
32021,W8518,Exposure to electric transmission lines: at residentl institutn: in oth spec activity,T,Y,Y,N
32022,W8519,Exposure to electric transmission lines: at residentl institutn: during unspec activity,T,Y,Y,N
32023,W852,"Exposure to electric transmission lines: at school, other..area",T,Y,Y,N
32024,W8520,"Exposure to electric transmission lines: at school, other..area: in sport activity",T,Y,Y,N
32025,W8521,"Exposure to electric transmission lines: at school, other..area: in leisure activity",T,Y,Y,N
32026,W8522,"Exposure to electric transmission lines: at school, other..area: while work for income",T,Y,Y,N
32027,W8523,"Exposure to electric transmission lines: at school, other..area: in oth type work",T,Y,Y,N
32028,W8524,"Exposure to electric transmission lines: at school, other..area: while resting...",T,Y,Y,N
32029,W8528,"Exposure to electric transmission lines: at school, other..area: in oth spec activity",T,Y,Y,N
32030,W8529,"Exposure to electric transmission lines: at school, other..area: during unspec activity",T,Y,Y,N
32031,W853,Exposure to electric transmission lines: at sport & athlet area,T,Y,Y,N
32032,W8530,Exposure to electric transmission lines: at sport & athlet area: in sport activity,T,Y,Y,N
32033,W8531,Exposure to electric transmission lines: at sport & athlet area: in leisure activity,T,Y,Y,N
32034,W8532,Exposure to electric transmission lines: at sport & athlet area: while work for income,T,Y,Y,N
32035,W8533,Exposure to electric transmission lines: at sport & athlet area: in oth type work,T,Y,Y,N
32036,W8534,Exposure to electric transmission lines: at sport & athlet area: while resting...,T,Y,Y,N
32037,W8538,Exposure to electric transmission lines: at sport & athlet area: in oth spec activity,T,Y,Y,N
32038,W8539,Exposure to electric transmission lines: at sport & athlet area: during unspec activity,T,Y,Y,N
32039,W854,Exposure to electric transmission lines: at street & highway,T,Y,Y,N
32040,W8540,Exposure to electric transmission lines: at street & highway: in sport activity,T,Y,Y,N
32041,W8541,Exposure to electric transmission lines: at street & highway: in leisure activity,T,Y,Y,N
32042,W8542,Exposure to electric transmission lines: at street & highway: while work for income,T,Y,Y,N
32043,W8543,Exposure to electric transmission lines: at street & highway: in oth type work,T,Y,Y,N
32044,W8544,Exposure to electric transmission lines: at street & highway: while resting...,T,Y,Y,N
32045,W8548,Exposure to electric transmission lines: at street & highway: in oth spec activity,T,Y,Y,N
32046,W8549,Exposure to electric transmission lines: at street & highway: during unspec activity,T,Y,Y,N
32047,W855,Exposure to electric transmission lines: at trade & service area,T,Y,Y,N
32048,W8550,Exposure to electric transmission lines: at trade & service area: in sport activity,T,Y,Y,N
32049,W8551,Exposure to electric transmission lines: at trade & service area: in leisure activity,T,Y,Y,N
32050,W8552,Exposure to electric transmission lines: at trade & service area: while work for income,T,Y,Y,N
32051,W8553,Exposure to electric transmission lines: at trade & service area: in oth type work,T,Y,Y,N
32052,W8554,Exposure to electric transmission lines: at trade & service area: while resting...,T,Y,Y,N
32053,W8558,Exposure to electric transmission lines: at trade & service area: in oth spec activity,T,Y,Y,N
32054,W8559,Exposure to electric transmission lines: at trade & service area: during unspec activity,T,Y,Y,N
32055,W856,Exposure to electric transmission lines: at industr & const area,T,Y,Y,N
32056,W8560,Exposure to electric transmission lines: at industr & const area: in sport activity,T,Y,Y,N
32057,W8561,Exposure to electric transmission lines: at industr & const area: in leisure activity,T,Y,Y,N
32058,W8562,Exposure to electric transmission lines: at industr & const area: while work for income,T,Y,Y,N
32059,W8563,Exposure to electric transmission lines: at industr & const area: in oth type work,T,Y,Y,N
32060,W8564,Exposure to electric transmission lines: at industr & const area: while resting...,T,Y,Y,N
32061,W8568,Exposure to electric transmission lines: at industr & const area: in oth spec activity,T,Y,Y,N
32062,W8569,Exposure to electric transmission lines: at industr & const area: during unspec activity,T,Y,Y,N
32063,W857,Exposure to electric transmission lines: at farm,T,Y,Y,N
32064,W8570,Exposure to electric transmission lines: at farm: in sport activity,T,Y,Y,N
32065,W8571,Exposure to electric transmission lines: at farm: in leisure activity,T,Y,Y,N
32066,W8572,Exposure to electric transmission lines: at farm: while work for income,T,Y,Y,N
32067,W8573,Exposure to electric transmission lines: at farm: in oth type work,T,Y,Y,N
32068,W8574,Exposure to electric transmission lines: at farm: while resting...,T,Y,Y,N
32069,W8578,Exposure to electric transmission lines: at farm: in oth spec activity,T,Y,Y,N
32070,W8579,Exposure to electric transmission lines: at farm: during unspec activity,T,Y,Y,N
32071,W858,Exposure to electric transmission lines: at other spec places,T,Y,Y,N
32072,W8580,Exposure to electric transmission lines: at other spec places: in sport activity,T,Y,Y,N
32073,W8581,Exposure to electric transmission lines: at other spec places: in leisure activity,T,Y,Y,N
32074,W8582,Exposure to electric transmission lines: at other spec places: while work for income,T,Y,Y,N
32075,W8583,Exposure to electric transmission lines: at other spec places: in oth type work,T,Y,Y,N
32076,W8584,Exposure to electric transmission lines: at other spec places: while resting...,T,Y,Y,N
32077,W8588,Exposure to electric transmission lines: at other spec places: in oth spec activity,T,Y,Y,N
32078,W8589,Exposure to electric transmission lines: at other spec places: during unspec activity,T,Y,Y,N
32079,W859,Exposure to electric transmission lines: at unspec place,T,Y,Y,N
32080,W8590,Exposure to electric transmission lines: at unspec place: in sport activity,T,Y,Y,N
32081,X0233,Exposure to controlled fire in building or structure: at sport & athlet area: in oth type work,T,Y,Y,N
32082,X0234,Exposure to controlled fire in building or structure: at sport & athlet area: while resting...,T,Y,Y,N
32083,X0238,Exposure to controlled fire in building or structure: at sport & athlet area: in oth spec activity,T,Y,Y,N
32084,X0239,Exposure to controlled fire in building or structure: at sport & athlet area: during unspec activity,T,Y,Y,N
32085,X024,Exposure to controlled fire in building or structure: at street & highway,T,Y,Y,N
32086,X0240,Exposure to controlled fire in building or structure: at street & highway: in sport activity,T,Y,Y,N
32087,X0241,Exposure to controlled fire in building or structure: at street & highway: in leisure activity,T,Y,Y,N
32088,X0242,Exposure to controlled fire in building or structure: at street & highway: while work for income,T,Y,Y,N
32089,X0243,Exposure to controlled fire in building or structure: at street & highway: in oth type work,T,Y,Y,N
32090,X0244,Exposure to controlled fire in building or structure: at street & highway: while resting...,T,Y,Y,N
32091,X0248,Exposure to controlled fire in building or structure: at street & highway: in oth spec activity,T,Y,Y,N
32092,X0249,Exposure to controlled fire in building or structure: at street & highway: during unspec activity,T,Y,Y,N
32093,X025,Exposure to controlled fire in building or structure: at trade & service area,T,Y,Y,N
32094,X0250,Exposure to controlled fire in building or structure: at trade & service area: in sport activity,T,Y,Y,N
32095,X0251,Exposure to controlled fire in building or structure: at trade & service area: in leisure activity,T,Y,Y,N
32096,X0252,Exposure to controlled fire in building or structure: at trade & service area: while work for income,T,Y,Y,N
32097,X0253,Exposure to controlled fire in building or structure: at trade & service area: in oth type work,T,Y,Y,N
32098,X0254,Exposure to controlled fire in building or structure: at trade & service area: while resting...,T,Y,Y,N
32099,X0258,Exposure to controlled fire in building or structure: at trade & service area: in oth spec activity,T,Y,Y,N
32100,X0259,Exposure to controlled fire in building or structure: at trade & service area: during unspec activity,T,Y,Y,N
32101,X026,Exposure to controlled fire in building or structure: at industr & const area,T,Y,Y,N
32102,X0260,Exposure to controlled fire in building or structure: at industr & const area: in sport activity,T,Y,Y,N
32103,X0261,Exposure to controlled fire in building or structure: at industr & const area: in leisure activity,T,Y,Y,N
32104,X0262,Exposure to controlled fire in building or structure: at industr & const area: while work for income,T,Y,Y,N
32105,X0263,Exposure to controlled fire in building or structure: at industr & const area: in oth type work,T,Y,Y,N
32106,X0264,Exposure to controlled fire in building or structure: at industr & const area: while resting...,T,Y,Y,N
32107,X0268,Exposure to controlled fire in building or structure: at industr & const area: in oth spec activity,T,Y,Y,N
32108,X0269,Exposure to controlled fire in building or structure: at industr & const area: during unspec activity,T,Y,Y,N
32109,X027,Exposure to controlled fire in building or structure: at farm,T,Y,Y,N
32110,X0270,Exposure to controlled fire in building or structure: at farm: in sport activity,T,Y,Y,N
32111,X0271,Exposure to controlled fire in building or structure: at farm: in leisure activity,T,Y,Y,N
32112,X0272,Exposure to controlled fire in building or structure: at farm: while work for income,T,Y,Y,N
32113,X0273,Exposure to controlled fire in building or structure: at farm: in oth type work,T,Y,Y,N
32114,X0274,Exposure to controlled fire in building or structure: at farm: while resting...,T,Y,Y,N
32115,X0278,Exposure to controlled fire in building or structure: at farm: in oth spec activity,T,Y,Y,N
32116,X0279,Exposure to controlled fire in building or structure: at farm: during unspec activity,T,Y,Y,N
32117,X028,Exposure to controlled fire in building or structure: at other spec places,T,Y,Y,N
32118,X0280,Exposure to controlled fire in building or structure: at other spec places: in sport activity,T,Y,Y,N
32119,X0281,Exposure to controlled fire in building or structure: at other spec places: in leisure activity,T,Y,Y,N
32120,X0282,Exposure to controlled fire in building or structure: at other spec places: while work for income,T,Y,Y,N
32121,X0283,Exposure to controlled fire in building or structure: at other spec places: in oth type work,T,Y,Y,N
32122,X0284,Exposure to controlled fire in building or structure: at other spec places: while resting...,T,Y,Y,N
32123,X0288,Exposure to controlled fire in building or structure: at other spec places: in oth spec activity,T,Y,Y,N
32124,X0289,Exposure to controlled fire in building or structure: at other spec places: during unspec activity,T,Y,Y,N
32125,X029,Exposure to controlled fire in building or structure: at unspec place,T,Y,Y,N
32126,X0290,Exposure to controlled fire in building or structure: at unspec place: in sport activity,T,Y,Y,N
32127,X0291,Exposure to controlled fire in building or structure: at unspec place: in leisure activity,T,Y,Y,N
32128,X0292,Exposure to controlled fire in building or structure: at unspec place: while work for income,T,Y,Y,N
32129,X0293,Exposure to controlled fire in building or structure: at unspec place: in oth type work,T,Y,Y,N
32130,X0294,Exposure to controlled fire in building or structure: at unspec place: while resting...,T,Y,Y,N
32131,X0298,Exposure to controlled fire in building or structure: at unspec place: in oth spec activity,T,Y,Y,N
32132,X0299,Exposure to controlled fire in building or structure: at unspec place: during unspec activity,T,Y,Y,N
32133,X03,"Exposure to controlled fire, not in building or structure",F,Y,N,N
32134,X030,"Exposure to controlled fire, not in building or structure: at home",T,Y,Y,N
32135,X0300,"Exposure to controlled fire, not in building or structure: at home: in sport activity",T,Y,Y,N
32136,X0301,"Exposure to controlled fire, not in building or structure: at home: in leisure activity",T,Y,Y,N
32137,X0302,"Exposure to controlled fire, not in building or structure: at home: while work for income",T,Y,Y,N
32138,X0303,"Exposure to controlled fire, not in building or structure: at home: in oth type work",T,Y,Y,N
32139,X0304,"Exposure to controlled fire, not in building or structure: at home: while resting...",T,Y,Y,N
32140,X0308,"Exposure to controlled fire, not in building or structure: at home: in oth spec activity",T,Y,Y,N
32141,X0309,"Exposure to controlled fire, not in building or structure: at home: during unspec activity",T,Y,Y,N
32142,X031,"Exposure to controlled fire, not in building or structure: at residentl institutn",T,Y,Y,N
32143,X0310,"Exposure to controlled fire, not in building or structure: at residentl institutn: in sport activity",T,Y,Y,N
32144,X0311,"Exposure to controlled fire, not in building or structure: at residentl institutn: in leisure activity",T,Y,Y,N
32145,X0312,"Exposure to controlled fire, not in building or structure: at residentl institutn: while work for income",T,Y,Y,N
32146,X1790,"Contact with hot engines, machinery and tools: at unspec place: in sport activity",T,Y,Y,N
32147,X1791,"Contact with hot engines, machinery and tools: at unspec place: in leisure activity",T,Y,Y,N
32148,X1792,"Contact with hot engines, machinery and tools: at unspec place: while work for income",T,Y,Y,N
32149,X1793,"Contact with hot engines, machinery and tools: at unspec place: in oth type work",T,Y,Y,N
32150,X1794,"Contact with hot engines, machinery and tools: at unspec place: while resting...",T,Y,Y,N
32151,X1798,"Contact with hot engines, machinery and tools: at unspec place: in oth spec activity",T,Y,Y,N
32152,X1799,"Contact with hot engines, machinery and tools: at unspec place: during unspec activity",T,Y,Y,N
32153,X18,Contact with other hot metals,F,Y,N,N
32154,X180,Contact with other hot metals: at home,T,Y,Y,N
32155,X1800,Contact with other hot metals: at home: in sport activity,T,Y,Y,N
32156,X1801,Contact with other hot metals: at home: in leisure activity,T,Y,Y,N
32157,X1802,Contact with other hot metals: at home: while work for income,T,Y,Y,N
32158,X1803,Contact with other hot metals: at home: in oth type work,T,Y,Y,N
32159,X1804,Contact with other hot metals: at home: while resting...,T,Y,Y,N
32160,X1808,Contact with other hot metals: at home: in oth spec activity,T,Y,Y,N
32161,X1809,Contact with other hot metals: at home: during unspec activity,T,Y,Y,N
32162,X181,Contact with other hot metals: at residentl institutn,T,Y,Y,N
32163,X1810,Contact with other hot metals: at residentl institutn: in sport activity,T,Y,Y,N
32164,X1811,Contact with other hot metals: at residentl institutn: in leisure activity,T,Y,Y,N
32165,X1812,Contact with other hot metals: at residentl institutn: while work for income,T,Y,Y,N
32166,X1813,Contact with other hot metals: at residentl institutn: in oth type work,T,Y,Y,N
32167,X1814,Contact with other hot metals: at residentl institutn: while resting...,T,Y,Y,N
32168,X1818,Contact with other hot metals: at residentl institutn: in oth spec activity,T,Y,Y,N
32169,X1819,Contact with other hot metals: at residentl institutn: during unspec activity,T,Y,Y,N
32170,X182,"Contact with other hot metals: at school, other..area",T,Y,Y,N
32171,X1820,"Contact with other hot metals: at school, other..area: in sport activity",T,Y,Y,N
32172,X1821,"Contact with other hot metals: at school, other..area: in leisure activity",T,Y,Y,N
32173,X1822,"Contact with other hot metals: at school, other..area: while work for income",T,Y,Y,N
32174,X1823,"Contact with other hot metals: at school, other..area: in oth type work",T,Y,Y,N
32175,X1824,"Contact with other hot metals: at school, other..area: while resting...",T,Y,Y,N
32176,X1828,"Contact with other hot metals: at school, other..area: in oth spec activity",T,Y,Y,N
32177,X1829,"Contact with other hot metals: at school, other..area: during unspec activity",T,Y,Y,N
32178,X183,Contact with other hot metals: at sport & athlet area,T,Y,Y,N
32179,X1830,Contact with other hot metals: at sport & athlet area: in sport activity,T,Y,Y,N
32180,X1831,Contact with other hot metals: at sport & athlet area: in leisure activity,T,Y,Y,N
32181,X1832,Contact with other hot metals: at sport & athlet area: while work for income,T,Y,Y,N
32182,X1833,Contact with other hot metals: at sport & athlet area: in oth type work,T,Y,Y,N
32183,X1834,Contact with other hot metals: at sport & athlet area: while resting...,T,Y,Y,N
32184,X1838,Contact with other hot metals: at sport & athlet area: in oth spec activity,T,Y,Y,N
32185,X1839,Contact with other hot metals: at sport & athlet area: during unspec activity,T,Y,Y,N
32186,X184,Contact with other hot metals: at street & highway,T,Y,Y,N
32187,X1840,Contact with other hot metals: at street & highway: in sport activity,T,Y,Y,N
32188,X1841,Contact with other hot metals: at street & highway: in leisure activity,T,Y,Y,N
32189,X1842,Contact with other hot metals: at street & highway: while work for income,T,Y,Y,N
32190,X1843,Contact with other hot metals: at street & highway: in oth type work,T,Y,Y,N
32191,X1844,Contact with other hot metals: at street & highway: while resting...,T,Y,Y,N
32192,X1848,Contact with other hot metals: at street & highway: in oth spec activity,T,Y,Y,N
32193,X1849,Contact with other hot metals: at street & highway: during unspec activity,T,Y,Y,N
32194,X185,Contact with other hot metals: at trade & service area,T,Y,Y,N
32195,X1850,Contact with other hot metals: at trade & service area: in sport activity,T,Y,Y,N
32196,X1851,Contact with other hot metals: at trade & service area: in leisure activity,T,Y,Y,N
32197,X1852,Contact with other hot metals: at trade & service area: while work for income,T,Y,Y,N
32198,X1853,Contact with other hot metals: at trade & service area: in oth type work,T,Y,Y,N
32199,X1854,Contact with other hot metals: at trade & service area: while resting...,T,Y,Y,N
32200,X1858,Contact with other hot metals: at trade & service area: in oth spec activity,T,Y,Y,N
32201,X1859,Contact with other hot metals: at trade & service area: during unspec activity,T,Y,Y,N
32202,X186,Contact with other hot metals: at industr & const area,T,Y,Y,N
32203,X1860,Contact with other hot metals: at industr & const area: in sport activity,T,Y,Y,N
32204,X1861,Contact with other hot metals: at industr & const area: in leisure activity,T,Y,Y,N
32205,X1862,Contact with other hot metals: at industr & const area: while work for income,T,Y,Y,N
32206,X1863,Contact with other hot metals: at industr & const area: in oth type work,T,Y,Y,N
32207,X1864,Contact with other hot metals: at industr & const area: while resting...,T,Y,Y,N
32208,X1868,Contact with other hot metals: at industr & const area: in oth spec activity,T,Y,Y,N
32209,X1869,Contact with other hot metals: at industr & const area: during unspec activity,T,Y,Y,N
32210,X187,Contact with other hot metals: at farm,T,Y,Y,N
32211,X1870,Contact with other hot metals: at farm: in sport activity,T,Y,Y,N
32212,X1871,Contact with other hot metals: at farm: in leisure activity,T,Y,Y,N
32213,X1872,Contact with other hot metals: at farm: while work for income,T,Y,Y,N
32214,X1873,Contact with other hot metals: at farm: in oth type work,T,Y,Y,N
32215,X1874,Contact with other hot metals: at farm: while resting...,T,Y,Y,N
32216,X1878,Contact with other hot metals: at farm: in oth spec activity,T,Y,Y,N
32217,X1879,Contact with other hot metals: at farm: during unspec activity,T,Y,Y,N
32218,X188,Contact with other hot metals: at other spec places,T,Y,Y,N
32219,X1880,Contact with other hot metals: at other spec places: in sport activity,T,Y,Y,N
32220,X1881,Contact with other hot metals: at other spec places: in leisure activity,T,Y,Y,N
32221,X1882,Contact with other hot metals: at other spec places: while work for income,T,Y,Y,N
32222,X1883,Contact with other hot metals: at other spec places: in oth type work,T,Y,Y,N
32223,X1884,Contact with other hot metals: at other spec places: while resting...,T,Y,Y,N
32224,X1888,Contact with other hot metals: at other spec places: in oth spec activity,T,Y,Y,N
32225,X1889,Contact with other hot metals: at other spec places: during unspec activity,T,Y,Y,N
32226,X3211,Exposure to sunlight: at residentl institutn: in leisure activity,T,Y,Y,N
32227,X3212,Exposure to sunlight: at residentl institutn: while work for income,T,Y,Y,N
32228,X3213,Exposure to sunlight: at residentl institutn: in oth type work,T,Y,Y,N
32229,X3214,Exposure to sunlight: at residentl institutn: while resting...,T,Y,Y,N
32230,X3218,Exposure to sunlight: at residentl institutn: in oth spec activity,T,Y,Y,N
32231,X3219,Exposure to sunlight: at residentl institutn: during unspec activity,T,Y,Y,N
32232,X322,"Exposure to sunlight: at school, other..area",T,Y,Y,N
32233,X3220,"Exposure to sunlight: at school, other..area: in sport activity",T,Y,Y,N
32234,X3221,"Exposure to sunlight: at school, other..area: in leisure activity",T,Y,Y,N
32235,X3222,"Exposure to sunlight: at school, other..area: while work for income",T,Y,Y,N
32236,X3223,"Exposure to sunlight: at school, other..area: in oth type work",T,Y,Y,N
32237,X3224,"Exposure to sunlight: at school, other..area: while resting...",T,Y,Y,N
32238,X3228,"Exposure to sunlight: at school, other..area: in oth spec activity",T,Y,Y,N
32239,X3229,"Exposure to sunlight: at school, other..area: during unspec activity",T,Y,Y,N
32240,X323,Exposure to sunlight: at sport & athlet area,T,Y,Y,N
32241,X3230,Exposure to sunlight: at sport & athlet area: in sport activity,T,Y,Y,N
32242,X3231,Exposure to sunlight: at sport & athlet area: in leisure activity,T,Y,Y,N
